,sent_index,token,label,chapter_tag,split_tag
20120,465,of,O,Chapter 19,test
20121,465,time,O,Chapter 19,test
20122,465,.,O,Chapter 19,test
20123,465,Accept,O,Chapter 19,test
20124,465,my,O,Chapter 19,test
20125,465,thanks,O,Chapter 19,test
20126,465,for,O,Chapter 19,test
20127,465,the,O,Chapter 19,test
20128,465,compliment,O,Chapter 19,test
20129,465,you,O,Chapter 19,test
20130,465,are,O,Chapter 19,test
20131,465,paying,O,Chapter 19,test
20132,465,me,O,Chapter 19,test
20133,465,.,O,Chapter 19,test
20134,465,I,O,Chapter 19,test
20135,465,am,O,Chapter 19,test
20136,465,very,O,Chapter 19,test
20137,465,sensible,O,Chapter 19,test
20138,465,of,O,Chapter 19,test
20139,465,the,O,Chapter 19,test
20140,465,honour,O,Chapter 19,test
20141,465,of,O,Chapter 19,test
20142,465,your,O,Chapter 19,test
20143,465,proposals,O,Chapter 19,test
20144,465,",",O,Chapter 19,test
20145,465,but,O,Chapter 19,test
20146,465,it,O,Chapter 19,test
20147,465,is,O,Chapter 19,test
20148,465,impossible,O,Chapter 19,test
20149,465,for,O,Chapter 19,test
20150,465,me,O,Chapter 19,test
20151,465,to,O,Chapter 19,test
20152,465,do,O,Chapter 19,test
20153,465,otherwise,O,Chapter 19,test
20154,465,than,O,Chapter 19,test
20155,465,to,O,Chapter 19,test
20156,465,decline,O,Chapter 19,test
20157,465,them,O,Chapter 19,test
20158,465,.,O,Chapter 19,test
20159,465,"""",O,Chapter 19,test
20160,466,"""",B-R,Chapter 19,test
20161,466,I,I-R,Chapter 19,test
20162,466,am,I-R,Chapter 19,test
20163,466,not,I-R,Chapter 19,test
20164,466,now,I-R,Chapter 19,test
20165,466,to,I-R,Chapter 19,test
20166,466,learn,I-R,Chapter 19,test
20167,466,",",I-R,Chapter 19,test
20168,466,"""",I-R,Chapter 19,test
20169,466,*,I-R,Chapter 19,test
20170,466,"""",I-R,Chapter 19,test
20171,466,that,I-R,Chapter 19,test
20172,466,it,I-R,Chapter 19,test
20173,466,is,I-R,Chapter 19,test
20174,466,usual,I-R,Chapter 19,test
20175,466,with,I-R,Chapter 19,test
20176,466,young,I-R,Chapter 19,test
20177,466,ladies,I-R,Chapter 19,test
20178,466,to,I-R,Chapter 19,test
20179,466,reject,I-R,Chapter 19,test
20180,466,the,I-R,Chapter 19,test
20181,466,addresses,I-R,Chapter 19,test
20182,466,of,I-R,Chapter 19,test
20183,466,the,I-R,Chapter 19,test
20184,466,man,I-R,Chapter 19,test
20185,466,whom,I-R,Chapter 19,test
20186,466,they,I-R,Chapter 19,test
20187,466,secretly,I-R,Chapter 19,test
20188,466,mean,I-R,Chapter 19,test
20189,466,to,I-R,Chapter 19,test
20190,466,accept,I-R,Chapter 19,test
20191,466,",",I-R,Chapter 19,test
20192,466,when,I-R,Chapter 19,test
20193,466,he,I-R,Chapter 19,test
20194,466,first,I-R,Chapter 19,test
20195,466,applies,I-R,Chapter 19,test
20196,466,for,I-R,Chapter 19,test
20197,466,their,I-R,Chapter 19,test
20198,466,favour,I-R,Chapter 19,test
20199,466,;,I-R,Chapter 19,test
20200,466,and,I-R,Chapter 19,test
20201,466,that,I-R,Chapter 19,test
20202,466,sometimes,I-R,Chapter 19,test
20203,466,the,I-R,Chapter 19,test
20204,466,refusal,I-R,Chapter 19,test
20205,466,is,I-R,Chapter 19,test
20206,466,repeated,I-R,Chapter 19,test
20207,466,a,I-R,Chapter 19,test
20208,466,second,I-R,Chapter 19,test
20209,466,",",I-R,Chapter 19,test
20210,466,or,I-R,Chapter 19,test
20211,466,even,I-R,Chapter 19,test
20212,466,a,I-R,Chapter 19,test
20213,466,third,I-R,Chapter 19,test
20214,466,time,I-R,Chapter 19,test
20215,466,.,I-R,Chapter 19,test
20216,466,I,I-R,Chapter 19,test
20217,466,am,I-R,Chapter 19,test
20218,466,therefore,I-R,Chapter 19,test
20219,466,by,I-R,Chapter 19,test
20220,466,no,I-R,Chapter 19,test
20221,466,means,I-R,Chapter 19,test
20222,466,discouraged,I-R,Chapter 19,test
20223,466,by,I-R,Chapter 19,test
20224,466,what,I-R,Chapter 19,test
20225,466,you,I-R,Chapter 19,test
20226,466,have,I-R,Chapter 19,test
20227,466,just,I-R,Chapter 19,test
20228,466,said,I-R,Chapter 19,test
20229,466,",",I-R,Chapter 19,test
20230,466,and,I-R,Chapter 19,test
20231,466,shall,I-R,Chapter 19,test
20232,466,hope,I-R,Chapter 19,test
20233,466,to,I-R,Chapter 19,test
20234,466,lead,I-R,Chapter 19,test
20235,466,you,I-R,Chapter 19,test
20236,466,to,I-R,Chapter 19,test
20237,466,the,I-R,Chapter 19,test
20238,466,altar,I-R,Chapter 19,test
20239,466,ere,I-R,Chapter 19,test
20240,466,long,I-R,Chapter 19,test
20241,466,.,I-R,Chapter 19,test
20242,466,"""",I-R,Chapter 19,test
20243,467,"""",B-R,Chapter 19,test
20244,467,Upon,I-R,Chapter 19,test
20245,467,my,I-R,Chapter 19,test
20246,467,word,I-R,Chapter 19,test
20247,467,",",I-R,Chapter 19,test
20248,467,sir,I-R,Chapter 19,test
20249,467,",",I-R,Chapter 19,test
20250,467,"""",I-R,Chapter 19,test
20251,467,*,I-R,Chapter 19,test
20252,467,"""",I-R,Chapter 19,test
20253,467,your,I-R,Chapter 19,test
20254,467,hope,I-R,Chapter 19,test
20255,467,is,I-R,Chapter 19,test
20256,467,a,I-R,Chapter 19,test
20257,467,rather,I-R,Chapter 19,test
20258,467,extraordinary,I-R,Chapter 19,test
20259,467,one,I-R,Chapter 19,test
20260,467,after,I-R,Chapter 19,test
20261,467,my,I-R,Chapter 19,test
20262,467,declaration,I-R,Chapter 19,test
20263,467,.,I-R,Chapter 19,test
20264,467,I,I-R,Chapter 19,test
20265,467,do,I-R,Chapter 19,test
20266,467,assure,I-R,Chapter 19,test
20267,467,you,I-R,Chapter 19,test
20268,467,that,I-R,Chapter 19,test
20269,467,I,I-R,Chapter 19,test
20270,467,am,I-R,Chapter 19,test
20271,467,not,I-R,Chapter 19,test
20272,467,one,I-R,Chapter 19,test
20273,467,of,I-R,Chapter 19,test
20274,467,those,I-R,Chapter 19,test
20275,467,young,I-R,Chapter 19,test
20276,467,ladies,I-R,Chapter 19,test
20277,467,(,I-R,Chapter 19,test
20278,467,if,I-R,Chapter 19,test
20279,467,such,I-R,Chapter 19,test
20280,467,young,I-R,Chapter 19,test
20281,467,ladies,I-R,Chapter 19,test
20282,467,there,I-R,Chapter 19,test
20283,467,are,I-R,Chapter 19,test
20284,467,),I-R,Chapter 19,test
20285,467,who,I-R,Chapter 19,test
20286,467,are,I-R,Chapter 19,test
20287,467,so,I-R,Chapter 19,test
20288,467,daring,I-R,Chapter 19,test
20289,467,as,I-R,Chapter 19,test
20290,467,to,I-R,Chapter 19,test
20291,467,risk,I-R,Chapter 19,test
20292,467,their,I-R,Chapter 19,test
20293,467,happiness,I-R,Chapter 19,test
20294,467,on,I-R,Chapter 19,test
20295,467,the,I-R,Chapter 19,test
20296,467,chance,I-R,Chapter 19,test
20297,467,of,I-R,Chapter 19,test
20298,467,being,I-R,Chapter 19,test
20299,467,asked,I-R,Chapter 19,test
20300,467,a,I-R,Chapter 19,test
20301,467,second,I-R,Chapter 19,test
20302,467,time,I-R,Chapter 19,test
20303,467,.,I-R,Chapter 19,test
20304,467,I,I-R,Chapter 19,test
20305,467,am,I-R,Chapter 19,test
20306,467,perfectly,I-R,Chapter 19,test
20307,467,serious,I-R,Chapter 19,test
20308,467,in,I-R,Chapter 19,test
20309,467,my,I-R,Chapter 19,test
20310,467,refusal,I-R,Chapter 19,test
20311,467,.,I-R,Chapter 19,test
20312,467,You,I-R,Chapter 19,test
20313,467,could,I-R,Chapter 19,test
20314,467,not,I-R,Chapter 19,test
20315,467,make,I-R,Chapter 19,test
20316,467,me,I-R,Chapter 19,test
20317,467,happy,I-R,Chapter 19,test
20318,467,",",I-R,Chapter 19,test
20319,467,and,I-R,Chapter 19,test
20320,467,I,I-R,Chapter 19,test
20321,467,am,I-R,Chapter 19,test
20322,467,convinced,I-R,Chapter 19,test
20323,467,that,I-R,Chapter 19,test
20324,467,I,I-R,Chapter 19,test
20325,467,am,I-R,Chapter 19,test
20326,467,the,I-R,Chapter 19,test
20327,467,last,I-R,Chapter 19,test
20328,467,woman,I-R,Chapter 19,test
20329,467,in,I-R,Chapter 19,test
20330,467,the,I-R,Chapter 19,test
20331,467,world,I-R,Chapter 19,test
20332,467,who,I-R,Chapter 19,test
20333,467,could,I-R,Chapter 19,test
20334,467,make,I-R,Chapter 19,test
20335,467,you,I-R,Chapter 19,test
20336,467,so,I-R,Chapter 19,test
20337,467,.,I-R,Chapter 19,test
20338,467,Nay,I-R,Chapter 19,test
20339,467,",",I-R,Chapter 19,test
20340,467,were,I-R,Chapter 19,test
20341,467,your,I-R,Chapter 19,test
20342,467,friend,I-R,Chapter 19,test
20343,467,Lady,I-R,Chapter 19,test
20344,467,Catherine,I-R,Chapter 19,test
20345,467,to,I-R,Chapter 19,test
20346,467,know,I-R,Chapter 19,test
20347,467,me,I-R,Chapter 19,test
20348,467,",",I-R,Chapter 19,test
20349,467,I,I-R,Chapter 19,test
20350,467,am,I-R,Chapter 19,test
20351,467,persuaded,I-R,Chapter 19,test
20352,467,she,I-R,Chapter 19,test
20353,467,would,I-R,Chapter 19,test
20354,467,find,I-R,Chapter 19,test
20355,467,me,I-R,Chapter 19,test
20356,467,in,I-R,Chapter 19,test
20357,467,every,I-R,Chapter 19,test
20358,467,respect,I-R,Chapter 19,test
20359,467,ill,I-R,Chapter 19,test
20360,467,qualified,I-R,Chapter 19,test
20361,467,for,I-R,Chapter 19,test
20362,467,the,I-R,Chapter 19,test
20363,467,situation,I-R,Chapter 19,test
20364,467,.,I-R,Chapter 19,test
20365,467,"""",I-R,Chapter 19,test
20366,468,"""",B-R,Chapter 19,test
20367,468,Were,I-R,Chapter 19,test
20368,468,it,I-R,Chapter 19,test
20369,468,certain,I-R,Chapter 19,test
20370,468,that,I-R,Chapter 19,test
20371,468,Lady,I-R,Chapter 19,test
20372,468,Catherine,I-R,Chapter 19,test
20373,468,would,I-R,Chapter 19,test
20374,468,think,I-R,Chapter 19,test
20375,468,so,I-R,Chapter 19,test
20376,468,",",I-R,Chapter 19,test
20377,468,"""",I-R,Chapter 19,test
20378,468,*,I-R,Chapter 19,test
20379,468,"""",I-R,Chapter 19,test
20380,468,but,I-R,Chapter 19,test
20381,468,I,I-R,Chapter 19,test
20382,468,can,I-R,Chapter 19,test
20383,468,not,I-R,Chapter 19,test
20384,468,imagine,I-R,Chapter 19,test
20385,468,that,I-R,Chapter 19,test
20386,468,her,I-R,Chapter 19,test
20387,468,ladyship,I-R,Chapter 19,test
20388,468,would,I-R,Chapter 19,test
20389,468,at,I-R,Chapter 19,test
20390,468,all,I-R,Chapter 19,test
20391,468,disapprove,I-R,Chapter 19,test
20392,468,of,I-R,Chapter 19,test
20393,468,you,I-R,Chapter 19,test
20394,468,.,I-R,Chapter 19,test
20395,468,And,I-R,Chapter 19,test
20396,468,you,I-R,Chapter 19,test
20397,468,may,I-R,Chapter 19,test
20398,468,be,I-R,Chapter 19,test
20399,468,certain,I-R,Chapter 19,test
20400,468,when,I-R,Chapter 19,test
20401,468,I,I-R,Chapter 19,test
20402,468,have,I-R,Chapter 19,test
20403,468,the,I-R,Chapter 19,test
20404,468,honour,I-R,Chapter 19,test
20405,468,of,I-R,Chapter 19,test
20406,468,seeing,I-R,Chapter 19,test
20407,468,her,I-R,Chapter 19,test
20408,468,again,I-R,Chapter 19,test
20409,468,",",I-R,Chapter 19,test
20410,468,I,I-R,Chapter 19,test
20411,468,shall,I-R,Chapter 19,test
20412,468,speak,I-R,Chapter 19,test
20413,468,in,I-R,Chapter 19,test
20414,468,the,I-R,Chapter 19,test
20415,468,very,I-R,Chapter 19,test
20416,468,highest,I-R,Chapter 19,test
20417,468,termsof,I-R,Chapter 19,test
20418,468,your,I-R,Chapter 19,test
20419,468,modesty,I-R,Chapter 19,test
20420,468,",",I-R,Chapter 19,test
20421,468,economy,I-R,Chapter 19,test
20422,468,",",I-R,Chapter 19,test
20423,468,and,I-R,Chapter 19,test
20424,468,other,I-R,Chapter 19,test
20425,468,amiable,I-R,Chapter 19,test
20426,468,qualification,I-R,Chapter 19,test
20427,468,.,I-R,Chapter 19,test
20428,468,"""",I-R,Chapter 19,test
20429,469,"""",B-R,Chapter 19,test
20430,469,Indeed,I-R,Chapter 19,test
20431,469,",",I-R,Chapter 19,test
20432,469,Mr,I-R,Chapter 19,test
20433,469,Collins,I-R,Chapter 19,test
20434,469,",",I-R,Chapter 19,test
20435,469,all,I-R,Chapter 19,test
20436,469,praise,I-R,Chapter 19,test
20437,469,of,I-R,Chapter 19,test
20438,469,me,I-R,Chapter 19,test
20439,469,will,I-R,Chapter 19,test
20440,469,be,I-R,Chapter 19,test
20441,469,unnecessary,I-R,Chapter 19,test
20442,469,.,I-R,Chapter 19,test
20443,469,You,I-R,Chapter 19,test
20444,469,must,I-R,Chapter 19,test
20445,469,give,I-R,Chapter 19,test
20446,469,me,I-R,Chapter 19,test
20447,469,leave,I-R,Chapter 19,test
20448,469,to,I-R,Chapter 19,test
20449,469,judge,I-R,Chapter 19,test
20450,469,for,I-R,Chapter 19,test
20451,469,myself,I-R,Chapter 19,test
20452,469,",",I-R,Chapter 19,test
20453,469,and,I-R,Chapter 19,test
20454,469,pay,I-R,Chapter 19,test
20455,469,me,I-R,Chapter 19,test
20456,469,the,I-R,Chapter 19,test
20457,469,compliment,I-R,Chapter 19,test
20458,469,of,I-R,Chapter 19,test
20459,469,believing,I-R,Chapter 19,test
20460,469,what,I-R,Chapter 19,test
20461,469,I,I-R,Chapter 19,test
20462,469,say,I-R,Chapter 19,test
20463,469,.,I-R,Chapter 19,test
20464,469,I,I-R,Chapter 19,test
20465,469,wish,I-R,Chapter 19,test
20466,469,you,I-R,Chapter 19,test
20467,469,very,I-R,Chapter 19,test
20468,469,happy,I-R,Chapter 19,test
20469,469,and,I-R,Chapter 19,test
20470,469,very,I-R,Chapter 19,test
20471,469,rich,I-R,Chapter 19,test
20472,469,",",I-R,Chapter 19,test
20473,469,and,I-R,Chapter 19,test
20474,469,by,I-R,Chapter 19,test
20475,469,refusing,I-R,Chapter 19,test
20476,469,your,I-R,Chapter 19,test
20477,469,hand,I-R,Chapter 19,test
20478,469,",",I-R,Chapter 19,test
20479,469,do,I-R,Chapter 19,test
20480,469,all,I-R,Chapter 19,test
20481,469,in,I-R,Chapter 19,test
20482,469,my,I-R,Chapter 19,test
20483,469,power,I-R,Chapter 19,test
20484,469,to,I-R,Chapter 19,test
20485,469,prevent,I-R,Chapter 19,test
20486,469,your,I-R,Chapter 19,test
20487,469,being,I-R,Chapter 19,test
20488,469,otherwise,I-R,Chapter 19,test
20489,469,.,I-R,Chapter 19,test
20490,469,In,I-R,Chapter 19,test
20491,469,making,I-R,Chapter 19,test
20492,469,me,I-R,Chapter 19,test
20493,469,the,I-R,Chapter 19,test
20494,469,offer,I-R,Chapter 19,test
20495,469,",",I-R,Chapter 19,test
20496,469,you,I-R,Chapter 19,test
20497,469,must,I-R,Chapter 19,test
20498,469,have,I-R,Chapter 19,test
20499,469,satisfied,I-R,Chapter 19,test
20500,469,the,I-R,Chapter 19,test
20501,469,delicacy,I-R,Chapter 19,test
20502,469,of,I-R,Chapter 19,test
20503,469,your,I-R,Chapter 19,test
20504,469,feelings,I-R,Chapter 19,test
20505,469,with,I-R,Chapter 19,test
20506,469,regard,I-R,Chapter 19,test
20507,469,to,I-R,Chapter 19,test
20508,469,my,I-R,Chapter 19,test
20509,469,family,I-R,Chapter 19,test
20510,469,",",I-R,Chapter 19,test
20511,469,and,I-R,Chapter 19,test
20512,469,may,I-R,Chapter 19,test
20513,469,take,I-R,Chapter 19,test
20514,469,possession,I-R,Chapter 19,test
20515,469,of,I-R,Chapter 19,test
20516,469,Longbourn,I-R,Chapter 19,test
20517,469,estate,I-R,Chapter 19,test
20518,469,whenever,I-R,Chapter 19,test
20519,469,it,I-R,Chapter 19,test
20520,469,falls,I-R,Chapter 19,test
20521,469,",",I-R,Chapter 19,test
20522,469,without,I-R,Chapter 19,test
20523,469,any,I-R,Chapter 19,test
20524,469,self-reproach,I-R,Chapter 19,test
20525,469,.,I-R,Chapter 19,test
20526,469,This,I-R,Chapter 19,test
20527,469,matter,I-R,Chapter 19,test
20528,469,may,I-R,Chapter 19,test
20529,469,be,I-R,Chapter 19,test
20530,469,considered,I-R,Chapter 19,test
20531,469,",",I-R,Chapter 19,test
20532,469,therefore,I-R,Chapter 19,test
20533,469,",",I-R,Chapter 19,test
20534,469,as,I-R,Chapter 19,test
20535,469,finally,I-R,Chapter 19,test
20536,469,settled,I-R,Chapter 19,test
20537,469,.,I-R,Chapter 19,test
20538,469,"""",I-R,Chapter 19,test
20539,469,*,I-R,Chapter 19,test
20540,470,"""",B-R,Chapter 19,test
20541,470,When,I-R,Chapter 19,test
20542,470,I,I-R,Chapter 19,test
20543,470,do,I-R,Chapter 19,test
20544,470,myself,I-R,Chapter 19,test
20545,470,the,I-R,Chapter 19,test
20546,470,honour,I-R,Chapter 19,test
20547,470,of,I-R,Chapter 19,test
20548,470,speaking,I-R,Chapter 19,test
20549,470,to,I-R,Chapter 19,test
20550,470,you,I-R,Chapter 19,test
20551,470,next,I-R,Chapter 19,test
20552,470,on,I-R,Chapter 19,test
20553,470,the,I-R,Chapter 19,test
20554,470,subject,I-R,Chapter 19,test
20555,470,",",I-R,Chapter 19,test
20556,470,I,I-R,Chapter 19,test
20557,470,shall,I-R,Chapter 19,test
20558,470,hope,I-R,Chapter 19,test
20559,470,to,I-R,Chapter 19,test
20560,470,receive,I-R,Chapter 19,test
20561,470,a,I-R,Chapter 19,test
20562,470,more,I-R,Chapter 19,test
20563,470,favourable,I-R,Chapter 19,test
20564,470,answer,I-R,Chapter 19,test
20565,470,than,I-R,Chapter 19,test
20566,470,you,I-R,Chapter 19,test
20567,470,have,I-R,Chapter 19,test
20568,470,now,I-R,Chapter 19,test
20569,470,given,I-R,Chapter 19,test
20570,470,me,I-R,Chapter 19,test
20571,470,;,I-R,Chapter 19,test
20572,470,though,I-R,Chapter 19,test
20573,470,I,I-R,Chapter 19,test
20574,470,am,I-R,Chapter 19,test
20575,470,far,I-R,Chapter 19,test
20576,470,from,I-R,Chapter 19,test
20577,470,accusing,I-R,Chapter 19,test
20578,470,you,I-R,Chapter 19,test
20579,470,of,I-R,Chapter 19,test
20580,470,cruelty,I-R,Chapter 19,test
20581,470,at,I-R,Chapter 19,test
20582,470,present,I-R,Chapter 19,test
20583,470,",",I-R,Chapter 19,test
20584,470,because,I-R,Chapter 19,test
20585,470,I,I-R,Chapter 19,test
20586,470,know,I-R,Chapter 19,test
20587,470,it,I-R,Chapter 19,test
20588,470,to,I-R,Chapter 19,test
20589,470,be,I-R,Chapter 19,test
20590,470,the,I-R,Chapter 19,test
20591,470,established,I-R,Chapter 19,test
20592,470,custom,I-R,Chapter 19,test
20593,470,of,I-R,Chapter 19,test
20594,470,your,I-R,Chapter 19,test
20595,470,sex,I-R,Chapter 19,test
20596,470,to,I-R,Chapter 19,test
20597,470,reject,I-R,Chapter 19,test
20598,470,a,I-R,Chapter 19,test
20599,470,man,I-R,Chapter 19,test
20600,470,on,I-R,Chapter 19,test
20601,470,the,I-R,Chapter 19,test
20602,470,first,I-R,Chapter 19,test
20603,470,application,I-R,Chapter 19,test
20604,470,",",I-R,Chapter 19,test
20605,470,and,I-R,Chapter 19,test
20606,470,perhaps,I-R,Chapter 19,test
20607,470,you,I-R,Chapter 19,test
20608,470,have,I-R,Chapter 19,test
20609,470,even,I-R,Chapter 19,test
20610,470,now,I-R,Chapter 19,test
20611,470,said,I-R,Chapter 19,test
20612,470,as,I-R,Chapter 19,test
20613,470,much,I-R,Chapter 19,test
20614,470,to,I-R,Chapter 19,test
20615,470,encourage,I-R,Chapter 19,test
20616,470,my,I-R,Chapter 19,test
20617,470,suit,I-R,Chapter 19,test
20618,470,as,I-R,Chapter 19,test
20619,470,would,I-R,Chapter 19,test
20620,470,be,I-R,Chapter 19,test
20621,470,consistent,I-R,Chapter 19,test
20622,470,with,I-R,Chapter 19,test
20623,470,the,I-R,Chapter 19,test
20624,470,true,I-R,Chapter 19,test
20625,470,delicacy,I-R,Chapter 19,test
20626,470,of,I-R,Chapter 19,test
20627,470,the,I-R,Chapter 19,test
20628,470,female,I-R,Chapter 19,test
20629,470,character,I-R,Chapter 19,test
20630,470,.,I-R,Chapter 19,test
20631,470,"""",I-R,Chapter 19,test
20632,471,"""",B-R,Chapter 19,test
20633,471,Really,I-R,Chapter 19,test
20634,471,",",I-R,Chapter 19,test
20635,471,Mr,I-R,Chapter 19,test
20636,471,Collins,I-R,Chapter 19,test
20637,471,",",I-R,Chapter 19,test
20638,471,"""",I-R,Chapter 19,test
20639,471,*,I-R,Chapter 19,test
20640,471,"""",I-R,Chapter 19,test
20641,471,you,I-R,Chapter 19,test
20642,471,puzzle,I-R,Chapter 19,test
20643,471,me,I-R,Chapter 19,test
20644,471,exceedingly,I-R,Chapter 19,test
20645,471,.,I-R,Chapter 19,test
20646,471,If,I-R,Chapter 19,test
20647,471,what,I-R,Chapter 19,test
20648,471,I,I-R,Chapter 19,test
20649,471,have,I-R,Chapter 19,test
20650,471,hitherto,I-R,Chapter 19,test
20651,471,said,I-R,Chapter 19,test
20652,471,can,I-R,Chapter 19,test
20653,471,appear,I-R,Chapter 19,test
20654,471,to,I-R,Chapter 19,test
20655,471,you,I-R,Chapter 19,test
20656,471,in,I-R,Chapter 19,test
20657,471,the,I-R,Chapter 19,test
20658,471,form,I-R,Chapter 19,test
20659,471,of,I-R,Chapter 19,test
20660,471,encouragement,I-R,Chapter 19,test
20661,471,",",I-R,Chapter 19,test
20662,471,I,I-R,Chapter 19,test
20663,471,know,I-R,Chapter 19,test
20664,471,not,I-R,Chapter 19,test
20665,471,how,I-R,Chapter 19,test
20666,471,to,I-R,Chapter 19,test
20667,471,express,I-R,Chapter 19,test
20668,471,my,I-R,Chapter 19,test
20669,471,refusal,I-R,Chapter 19,test
20670,471,in,I-R,Chapter 19,test
20671,471,such,I-R,Chapter 19,test
20672,471,a,I-R,Chapter 19,test
20673,471,way,I-R,Chapter 19,test
20674,471,as,I-R,Chapter 19,test
20675,471,to,I-R,Chapter 19,test
20676,471,convince,I-R,Chapter 19,test
20677,471,you,I-R,Chapter 19,test
20678,471,of,I-R,Chapter 19,test
20679,471,its,I-R,Chapter 19,test
20680,471,being,I-R,Chapter 19,test
20681,471,one,I-R,Chapter 19,test
20682,471,.,I-R,Chapter 19,test
20683,471,"""",I-R,Chapter 19,test
20684,472,"""",B-R,Chapter 19,test
20685,472,You,I-R,Chapter 19,test
20686,472,must,I-R,Chapter 19,test
20687,472,give,I-R,Chapter 19,test
20688,472,me,I-R,Chapter 19,test
20689,472,leave,I-R,Chapter 19,test
20690,472,to,I-R,Chapter 19,test
20691,472,flatter,I-R,Chapter 19,test
20692,472,myself,I-R,Chapter 19,test
20693,472,",",I-R,Chapter 19,test
20694,472,my,I-R,Chapter 19,test
20695,472,dear,I-R,Chapter 19,test
20696,472,cousin,I-R,Chapter 19,test
20697,472,",",I-R,Chapter 19,test
20698,472,that,I-R,Chapter 19,test
20699,472,your,I-R,Chapter 19,test
20700,472,refusal,I-R,Chapter 19,test
20701,472,of,I-R,Chapter 19,test
20702,472,my,I-R,Chapter 19,test
20703,472,addresses,I-R,Chapter 19,test
20704,472,is,I-R,Chapter 19,test
20705,472,merely,I-R,Chapter 19,test
20706,472,words,I-R,Chapter 19,test
20707,472,of,I-R,Chapter 19,test
20708,472,course,I-R,Chapter 19,test
20709,472,.,I-R,Chapter 19,test
20710,472,My,I-R,Chapter 19,test
20711,472,reasons,I-R,Chapter 19,test
20712,472,for,I-R,Chapter 19,test
20713,472,believing,I-R,Chapter 19,test
20714,472,it,I-R,Chapter 19,test
20715,472,are,I-R,Chapter 19,test
20716,472,briefly,I-R,Chapter 19,test
20717,472,these,I-R,Chapter 19,test
20718,472,:,I-R,Chapter 19,test
20719,472,It,I-R,Chapter 19,test
20720,472,does,I-R,Chapter 19,test
20721,472,not,I-R,Chapter 19,test
20722,472,appear,I-R,Chapter 19,test
20723,472,to,I-R,Chapter 19,test
20724,472,me,I-R,Chapter 19,test
20725,472,that,I-R,Chapter 19,test
20726,472,my,I-R,Chapter 19,test
20727,472,hand,I-R,Chapter 19,test
20728,472,is,I-R,Chapter 19,test
20729,472,unworthy,I-R,Chapter 19,test
20730,472,of,I-R,Chapter 19,test
20731,472,your,I-R,Chapter 19,test
20732,472,acceptance,I-R,Chapter 19,test
20733,472,",",I-R,Chapter 19,test
20734,472,or,I-R,Chapter 19,test
20735,472,that,I-R,Chapter 19,test
20736,472,the,I-R,Chapter 19,test
20737,472,establishment,I-R,Chapter 19,test
20738,472,I,I-R,Chapter 19,test
20739,472,can,I-R,Chapter 19,test
20740,472,offer,I-R,Chapter 19,test
20741,472,would,I-R,Chapter 19,test
20742,472,be,I-R,Chapter 19,test
20743,472,any,I-R,Chapter 19,test
20744,472,other,I-R,Chapter 19,test
20745,472,than,I-R,Chapter 19,test
20746,472,highly,I-R,Chapter 19,test
20747,472,desirable,I-R,Chapter 19,test
20748,472,.,I-R,Chapter 19,test
20749,472,My,I-R,Chapter 19,test
20750,472,situation,I-R,Chapter 19,test
20751,472,in,I-R,Chapter 19,test
20752,472,life,I-R,Chapter 19,test
20753,472,",",I-R,Chapter 19,test
20754,472,my,I-R,Chapter 19,test
20755,472,connections,I-R,Chapter 19,test
20756,472,with,I-R,Chapter 19,test
20757,472,the,I-R,Chapter 19,test
20758,472,family,I-R,Chapter 19,test
20759,472,of,I-R,Chapter 19,test
20760,472,de,I-R,Chapter 19,test
20761,472,Bourgh,I-R,Chapter 19,test
20762,472,",",I-R,Chapter 19,test
20763,472,and,I-R,Chapter 19,test
20764,472,my,I-R,Chapter 19,test
20765,472,relationship,I-R,Chapter 19,test
20766,472,to,I-R,Chapter 19,test
20767,472,your,I-R,Chapter 19,test
20768,472,own,I-R,Chapter 19,test
20769,472,",",I-R,Chapter 19,test
20770,472,are,I-R,Chapter 19,test
20771,472,circumsances,I-R,Chapter 19,test
20772,472,highly,I-R,Chapter 19,test
20773,472,in,I-R,Chapter 19,test
20774,472,my,I-R,Chapter 19,test
20775,472,favour,I-R,Chapter 19,test
20776,472,;,I-R,Chapter 19,test
20777,472,and,I-R,Chapter 19,test
20778,472,you,I-R,Chapter 19,test
20779,472,should,I-R,Chapter 19,test
20780,472,take,I-R,Chapter 19,test
20781,472,it,I-R,Chapter 19,test
20782,472,into,I-R,Chapter 19,test
20783,472,further,I-R,Chapter 19,test
20784,472,consideration,I-R,Chapter 19,test
20785,472,",",I-R,Chapter 19,test
20786,472,that,I-R,Chapter 19,test
20787,472,in,I-R,Chapter 19,test
20788,472,spite,I-R,Chapter 19,test
20789,472,of,I-R,Chapter 19,test
20790,472,your,I-R,Chapter 19,test
20791,472,manifold,I-R,Chapter 19,test
20792,472,attractions,I-R,Chapter 19,test
20793,472,",",I-R,Chapter 19,test
20794,472,it,I-R,Chapter 19,test
20795,472,is,I-R,Chapter 19,test
20796,472,by,I-R,Chapter 19,test
20797,472,no,I-R,Chapter 19,test
20798,472,means,I-R,Chapter 19,test
20799,472,certain,I-R,Chapter 19,test
20800,472,that,I-R,Chapter 19,test
20801,472,another,I-R,Chapter 19,test
20802,472,offer,I-R,Chapter 19,test
20803,472,of,I-R,Chapter 19,test
20804,472,marriage,I-R,Chapter 19,test
20805,472,may,I-R,Chapter 19,test
20806,472,ever,I-R,Chapter 19,test
